name,beer,bar
Margaret Duncan,Green Monsta Ale,Commonwealth Brewing #1
Dora Moore,Ipswich Winter,Boston Beer Company
Mayme Pena,Ipswich Harvest,Element Brewing Company
Leona Mitchell,Ipswich Summer,Commonwealth Brewing #1
Julia Ferguson,Samuel Adams Honey Porter,Commonwealth Brewing #1
Patrick Harper,Wilmington Roggen Beer,Boston Beer Company
Ophelia Daniel,Harpoon Leviathan,Cambridge Brewing
Jeffrey Stevens,Ipswich Winter,Boston Beer Works
Georgia Cruz,Ipswich Original Ale,Buzzards Bay Brewing Inc.
Allen Newman,Ipswich Oatmeal Stout,Harpoon Brewery - Boston
Isabel Pierce,Golden Ale,Watch City Brewing
Alex Brady,Cambridge Amber,Mercury Brewing Company
Adam Phillips,Charles River Porter,Boston Beer Company
Craig Carpenter,Samuel Adams Black Lager,Element Brewing Company
Glen Pittman,Samuel Adams Hefeweizen,Cape Ann Brewing
Maude Parsons,Olde #8 Anniversary Ale,Wachusetts Brewing Company
Derek Simmons,Samuel Adams Old Fezziwig Ale,Harpoon Brewery - Boston
Nicholas Ramirez,Wheaten Ale,Commonwealth Brewing #1
Lula Freeman,Harpoon Leviathan,Cape Ann Brewing
Corey Jefferson,Samuel Adams Black Lager,John Harvard's Brew House - Harvard Square
Clara Strickland,Samuel Adams Old Fezziwig Ale,Element Brewing Company
Lola Edwards,Regatta Golden,Watch City Brewing
Lucinda Davis,Kenmore K̦lsch,Wachusetts Brewing Company
Derek Glover,Honey Pilsner,Mercury Brewing Company
Lillie Padilla,Ipswich Summer,Boston Beer Works
Keith Holt,Harpoon Celtic Ale,Paper City Brewing Company
Bettie Perkins,Boston Red,Buzzards Bay Brewing Inc.
Arthur Allison,Samuel Adams Blackberry Witbier,Mercury Brewing Company
Elva Fowler,Edison Light Beer,John Harvard's Brew House - Harvard Square
Rodney Frank,Samuel Adams Boston Ale,Brewery at Martha's Vineyard
Viola Williamson,Two Sisters Imperial Stout,Buzzards Bay Brewing Inc.
Maria Fernandez,Sam Adams Light,Buzzards Bay Brewing Inc.
Todd Washington,Samuel Adams Hefeweizen,Buzzards Bay Brewing Inc.
Nell Sparks,Framingham Maibock,Brewery at Martha's Vineyard
Glen Reese,Dark Element,Cambridge Brewing
Harold Matthews,Samuel Adams OctoberFest,Brewery at Martha's Vineyard
Wesley Aguilar,Boston Red,John Harvard's Brew House - Framingham
Luis Bates,Samuel Adams OctoberFest,Buzzards Bay Brewing Inc.
Jesse French,Raspberry Brown Ale,Element Brewing Company
Clyde Gray,Righteous Red,New Century Brewing Company
Marvin Estrada,Ipswich Original Ale,Boston Beer Works
Jeff Obrien,Samuel Adams OctoberFest,John Harvard's Brew House - Harvard Square
Alma Garza,Ipswich Original Ale,New Century Brewing Company
Lou Graham,Framingham Maibock,Watch City Brewing
Jerry Hart,Samuel Adams Black Lager,Cambridge Brewing
Irene Chandler,Heather Ale,Paper City Brewing Company
Devin Ball,Samuel Adams Summer Ale,Wachusetts Brewing Company
Blanche Mitchell,Half in the Bagpipe,Boston Beer Company
Viola Hamilton,Patriots Pilsner,Watch City Brewing
Lula Carson,Samuel Adams Boston Lager,Wachusetts Brewing Company
Linnie Freeman,Samuel Adams Triplebock 1994,Brewery at Martha's Vineyard
Elizabeth Ramirez,Samuel Adams Blackberry Witbier,Watch City Brewing
Edgar Flores,Ipswich Oatmeal Stout,Paper City Brewing Company
Harriet Carlson,Cascade IPA,Commonwealth Brewing #1
Stanley Yates,Patriots Pilsner,John Harvard's Brew House - Framingham
Jeffrey Simmons,Extra Stout,Cape Ann Brewing
Shane Pierce,Tall Tale Pale Ale,Cambridge Brewing
Eula Barton,Ipswich Porter,Boston Beer Works
Amanda Austin,Samuel Adams Hallertau Imperial Pilsner,Element Brewing Company
Jean Hall,Samuel Adams Imperial Stout,Cambridge Brewing
Beulah Patton,Samuel Adams Spring Ale,Watch City Brewing
Mina Hines,Samuel Adams Spring Ale,Boston Beer Company
Sam Coleman,Samuel Adams Utopias MMIV,John Harvard's Brew House - Framingham
Genevieve Sanchez,Samuel Adams OctoberFest,Watch City Brewing
Andre Johnson,Samuel Adams Coastal Wheat,Mercury Brewing Company
Lena Conner,Two Sisters Imperial Stout,Harpoon Brewery - Boston
David Aguilar,Longshot Black Lager,Commonwealth Brewing #1
Jay Johnson,Samuel Adams Irish Red,Boston Beer Works
Lillian Rodgers,Samuel Adams Irish Red,Watch City Brewing
Lettie Paul,Longshot American Pale Ale,Brewery at Martha's Vineyard
Johanna Hernandez,Samuel Adams Triplebock 1994,Brewery at Martha's Vineyard
Calvin Stone,Boltwood Bock,John Harvard's Brew House - Framingham
Lora Andrews,Patriots Pilsner,Brewery at Martha's Vineyard
Janie Leonard,Samuel Adams Double Bock,Watch City Brewing
Kathryn Garrett,Samuel Adams Hefeweizen,Commonwealth Brewing #1
Rosalie Padilla,Tall Tale Pale Ale,Commonwealth Brewing #1
Russell Byrd,Cambridge Amber,Paper City Brewing Company
Hallie Hart,Hops Explosion IPA,Cape Ann Brewing
Lucile Harris,Boston Red,Watch City Brewing
Alvin Garcia,Cascade IPA,Brewery at Martha's Vineyard
Herman Cummings,Wilmington Roggen Beer,Watch City Brewing
Hattie Gibbs,Samuel Adams Winter Lager,Element Brewing Company
Hunter Morales,Ipswich Porter,Boston Beer Company
Maude May,Harpoon Munich Dark,John Harvard's Brew House - Harvard Square
Jennie Larson,Kenmore K̦lsch,Watch City Brewing
Polly Olson,Framingham Maibock,Watch City Brewing
Herbert Ford,Samuel Adams Pale Ale,Element Brewing Company
Gordon Turner,Amber Ale,John Harvard's Brew House - Framingham
Tyler Gardner,Wheaten Ale,New Century Brewing Company
Claudia Mendoza,Samuel Adams Chocolate Bock,John Harvard's Brew House - Harvard Square
Lura Shaw,Classic Stout,John Harvard's Brew House - Framingham
Adeline Thompson,Samuel Adams Summer Ale,Boston Beer Company
Benjamin Chambers,Bankers Gold,Element Brewing Company
Sue Summers,Longshot Black Lager,Brewery at Martha's Vineyard
Adam Martinez,Samuel Adams Winter Lager,John Harvard's Brew House - Harvard Square
Walter Campbell,Samuel Adams Triplebock 1994,Buzzards Bay Brewing Inc.
Myrtie Nash,Wilmington Roggen Beer,John Harvard's Brew House - Harvard Square
Rosa Fox,Samuel Adams Imperial White,Watch City Brewing
Mae Norman,Charles River Porter,Brewery at Martha's Vineyard
Gary Adkins,Righteous Red,Wachusetts Brewing Company
Lydia Goodwin,Cascade IPA,Watch City Brewing
Olivia McCarthy,Harpoon Ale,John Harvard's Brew House - Harvard Square
Delia Willis,Samuel Adams Holiday Porter,Paper City Brewing Company
Eleanor Snyder,Edison Light Beer,Harpoon Brewery - Boston
Birdie Joseph,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Paper City Brewing Company
Julia Figueroa,Ipswich Porter,Cambridge Brewing
Birdie Gross,Samuel Adams Irish Red,Cape Ann Brewing
Isaiah Shelton,Samuel Adams Summer Ale,Watch City Brewing
Christian Howell,Wilmington Roggen Beer,John Harvard's Brew House - Harvard Square
Elizabeth Gross,Bankers Gold,Paper City Brewing Company
Beulah Curtis,Amber Ale,Wachusetts Brewing Company
Emilie Mann,Olde Buzzard Lager,Cape Ann Brewing
Lloyd Tate,Samuel Adams Triplebock 1994,Cape Ann Brewing
Sadie Baker,Holyoke Dam Ale,Harpoon Brewery - Boston
Dorothy Pierce,Edison Light Beer,Boston Beer Company
Julian Montgomery,Edison Light Beer,Cambridge Brewing
Milton Robinson,Olde #8 Anniversary Ale,Cape Ann Brewing
Antonio Rogers,Samuel Adams Chocolate Bock,Buzzards Bay Brewing Inc.
Eva Lewis,Samuel Adams Brown Ale,Commonwealth Brewing #1
Susan Powell,Cascade IPA,Harpoon Brewery - Boston
Roger Christensen,UFO Raspberry Hefeweizen,Boston Beer Works
Emma Vasquez,Samuel Adams Summer Ale,Mercury Brewing Company
Bertie Cummings,Samuel Adams Golden Pilsner,Boston Beer Works
Hunter Bowen,Samuel Adams Scotch Ale,Harpoon Brewery - Boston
Julia Cain,Samuel Adams Cream Stout,Cambridge Brewing
Georgie Oliver,Classic Stout,New Century Brewing Company
Clarence Frazier,Samuel Adams Holiday Porter,Boston Beer Company
Jon Thornton,Special Old Ale,John Harvard's Brew House - Framingham
Jimmy Garner,Samuel Adams Brown Ale,Cape Ann Brewing
Iva Moss,Graduation Ale,New Century Brewing Company
Joshua Lane,Heather Ale,Watch City Brewing
Martin Soto,Boltwood Bock,John Harvard's Brew House - Framingham
Evan Willis,Samuel Adams Old Fezziwig Ale,Element Brewing Company
Oscar Cunningham,Cambridge Amber,John Harvard's Brew House - Harvard Square
Hannah Warren,Ipswich Original Ale,Boston Beer Company
Elijah Martinez,Samuel Adams Cherry Wheat,John Harvard's Brew House - Framingham
Jesus Thompson,Olde Buzzard Lager,Cape Ann Brewing
Curtis McCoy,Lewmeister Oktoberfest,New Century Brewing Company
Ricardo McKenzie,Longshot Black Lager,Mercury Brewing Company
Robert Bryan,Hercules Stong Ale,Boston Beer Company
Frank Guerrero,Ipswich IPA,Boston Beer Company
Theodore Munoz,Samuel Adams Boston Lager,Commonwealth Brewing #1
Warren Jackson,Ipswich Dark Ale,Cape Ann Brewing
Leah Fletcher,Boltwood Bock,Wachusetts Brewing Company
Hester Graham,Ipswich Oatmeal Stout,Watch City Brewing
Raymond Romero,Hops Explosion IPA,Wachusetts Brewing Company
Garrett Newton,Heather Ale,Boston Beer Company
Gertrude Carroll,Fenway American Pale Ale,Watch City Brewing
Frederick Boone,Samuel Adams Cranberry Lambic,Element Brewing Company
Betty Moran,Bankers Gold,Watch City Brewing
Lucinda Cross,Samuel Adams Imperial White,Cambridge Brewing
Winifred Moody,Lewmeister Oktoberfest,Harpoon Brewery - Boston
Lucile Brewer,Samuel Adams Boston Lager,Cambridge Brewing
Donald Keller,Dark Element,Wachusetts Brewing Company
Charlotte McGee,Green Monsta Ale,Boston Beer Company
Edgar Stevens,Green Monsta Ale,Cambridge Brewing
Clara Goodwin,Samuel Adams Winter Lager,Cape Ann Brewing
Amanda Yates,Samuel Adams Imperial White,Boston Beer Company
Marion Floyd,Harpoon Leviathan,John Harvard's Brew House - Harvard Square
Cecilia Bates,Regatta Golden,Boston Beer Works
Katherine Newman,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Wachusetts Brewing Company
Lora Gray,Samuel Adams Spring Ale,Paper City Brewing Company
Hallie Hansen,Ipswich Winter,New Century Brewing Company
Maria Walton,Samuel Adams Triplebock 1995,Buzzards Bay Brewing Inc.
Nettie Long,Golden Ale,Boston Beer Works
Clarence Ramos,Samuel Adams Hallertau Imperial Pilsner,Boston Beer Works
Hulda George,Tall Tale Pale Ale,Cambridge Brewing
Lily McKinney,Regatta Golden,New Century Brewing Company
Luella Swanson,Samuel Adams Hallertau Imperial Pilsner,Cape Ann Brewing
Charles Brewer,Samuel Adams Imperial Stout,Boston Beer Works
Leonard Blair,Amber Ale,Boston Beer Company
Genevieve Barton,Samuel Adams Scotch Ale,John Harvard's Brew House - Harvard Square
Ronald Conner,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),Mercury Brewing Company
Rosetta Perry,Lewmeister Oktoberfest,Element Brewing Company
Brent Parker,Samuel Adams Honey Porter,Mercury Brewing Company
Keith Barber,Green Monsta Ale,Brewery at Martha's Vineyard
Edith Frazier,Harpoon Ale,Mercury Brewing Company
Cora Jensen,Cambridge Amber,John Harvard's Brew House - Framingham
Eula Chavez,Kenmore K̦lsch,John Harvard's Brew House - Harvard Square
Marion Daniel,Samuel Adams Chocolate Bock,Paper City Brewing Company
Bess Collins,Half in the Bagpipe,Harpoon Brewery - Boston
Nina Hall,Samuel Adams White Ale,Cambridge Brewing
Isabelle Walker,Classic Stout,Buzzards Bay Brewing Inc.
Bruce Miles,Righteous Red,John Harvard's Brew House - Harvard Square
Victoria Hubbard,Samuel Adams Black Lager,John Harvard's Brew House - Framingham
Sally Hodges,Framingham Maibock,Cape Ann Brewing
Sadie Sherman,Ipswich Nut Brown,Buzzards Bay Brewing Inc.
Esther Carroll,Special Old Ale,Cape Ann Brewing
Fred Ferguson,Graduation Ale,Cambridge Brewing
Rosetta Gonzales,Hops Explosion IPA,Element Brewing Company
Birdie Underwood,Longshot Black Lager,Wachusetts Brewing Company
Steve Townsend,Samuel Adams Hefeweizen,Boston Beer Works
William Stone,Two Sisters Imperial Stout,Harpoon Brewery - Boston
Samuel Holloway,Classic Stout,Boston Beer Company
Linnie Tran,Extra Stout,Cape Ann Brewing
Jeanette Mendez,Samuel Adams Hallertau Imperial Pilsner,Element Brewing Company
Jesse Swanson,Bankers Gold,John Harvard's Brew House - Framingham
Duane Fernandez,Samuel Adams Honey Porter,John Harvard's Brew House - Framingham
Jeffrey Taylor,Half in the Bagpipe,Boston Beer Works
Sue Fitzgerald,Tall Tale Pale Ale,New Century Brewing Company
Lena Sutton,Samuel Adams Double Bock,Cambridge Brewing
Paul Sharp,Olde Buzzard Lager,Commonwealth Brewing #1
Bertie Moss,Bankers Gold,Brewery at Martha's Vineyard
Jeremy Owens,Samuel Adams Blackberry Witbier,Brewery at Martha's Vineyard
Emma Kim,Samuel Adams Imperial White,Buzzards Bay Brewing Inc.
Francisco Summers,Golden Ale,Buzzards Bay Brewing Inc.
Willie Swanson,Massatucky Brown,Boston Beer Company
Theresa Aguilar,Wheaten Ale,Boston Beer Works
Lucas Gomez,Samuel Adams Winter Lager,Cape Ann Brewing
Bernice Lloyd,Samuel Adams Hallertau Imperial Pilsner,Brewery at Martha's Vineyard
Jeanette Newman,Half in the Bagpipe,Paper City Brewing Company
Mattie Roy,Longshot American Pale Ale,Boston Beer Company
Lelia Wagner,Samuel Adams Chocolate Bock,Watch City Brewing
Hettie Smith,Golden Ale,Watch City Brewing
Laura Moss,Heather Ale,Harpoon Brewery - Boston
Leo Cobb,Charles River Porter,Cape Ann Brewing
May Nunez,IPA,Cape Ann Brewing
Joe Walsh,Ipswich Nut Brown,Wachusetts Brewing Company
Myrtle Zimmerman,Famous Porter,Mercury Brewing Company
Amy Thomas,Lewmeister Oktoberfest,Boston Beer Company
Nettie Hoffman,Tall Tale Pale Ale,Watch City Brewing
Jeff Pearson,Samuel Adams Imperial White,Element Brewing Company
Ann Ortiz,Samuel Adams Imperial White,Cape Ann Brewing
Brian Delgado,Harpoon Celtic Ale,Watch City Brewing
Adelaide Cannon,Graduation Ale,New Century Brewing Company
Lina Wheeler,Samuel Adams Utopias MMIV,Mercury Brewing Company
Grace Owens,Samuel Adams Utopias MMIV,New Century Brewing Company
Cora Morrison,Tall Tale Pale Ale,New Century Brewing Company
Alvin Watts,Harpoon Leviathan,Watch City Brewing
Georgie Perkins,Hercules Stong Ale,Boston Beer Company
Estelle Parks,Harpoon Brown Session Ale,Watch City Brewing
Virgie Manning,Edison Light Beer,Paper City Brewing Company
Tony Jennings,Samuel Adams Double Bock,Mercury Brewing Company
Larry Bush,Samuel Adams Old Fezziwig Ale,Cambridge Brewing
Gavin Peters,Ipswich Harvest,Watch City Brewing
Curtis Baldwin,Samuel Adams Utopias MMIV,Boston Beer Company
Raymond Logan,Harpoon Celtic Ale,Brewery at Martha's Vineyard
Jane Norris,Samuel Adams Winter Lager,Cambridge Brewing
Evan Phelps,Cascade IPA,New Century Brewing Company
Herbert Knight,Harpoon Brown Session Ale,Harpoon Brewery - Boston
Chad Hart,Hard Core Crisp Apple Cider,Commonwealth Brewing #1
Mattie Scott,Samuel Adams Winter Lager,Brewery at Martha's Vineyard
Ricardo Martinez,Samuel Adams Hefeweizen,John Harvard's Brew House - Framingham
Ronnie Richards,Special Old Ale,Mercury Brewing Company
Ryan Simpson,Famous Porter,Commonwealth Brewing #1
Dean Leonard,Framingham Maibock,Buzzards Bay Brewing Inc.
Minerva Tucker,Kenmore K̦lsch,Watch City Brewing
Maria Tucker,Samuel Adams Spring Ale,New Century Brewing Company
Louise Garza,Kenmore K̦lsch,Boston Beer Company
Isabel Carson,Ipswich Nut Brown,Element Brewing Company
Gene Baldwin,Ipswich Nut Brown,Boston Beer Works
Calvin Higgins,Charles River Porter,John Harvard's Brew House - Framingham
Daisy Christensen,1084 Barleywine,John Harvard's Brew House - Harvard Square
Marie Mills,Ipswich Original Ale,Mercury Brewing Company
Charlotte Berry,Samuel Adams White Ale,John Harvard's Brew House - Harvard Square
Leo Young,Harpoon Ale,John Harvard's Brew House - Harvard Square
Helen Garza,Samuel Adams Hefeweizen,Cape Ann Brewing
Adam Hale,Tall Tale Pale Ale,Element Brewing Company
Rachel Simmons,Ipswich Dark Ale,New Century Brewing Company
Thomas Richardson,Massatucky Brown,Cambridge Brewing
Gerald Wilkins,Wheaten Ale,Watch City Brewing
Sallie Hubbard,Harpoon UFO Hefeweizen,Boston Beer Works
Pearl Riley,Samuel Adams Imperial White,Cambridge Brewing
Margaret Daniels,Green Monsta Ale,Paper City Brewing Company
Luis Wells,Charles River Porter,New Century Brewing Company
Bernice Cobb,Wilmington Roggen Beer,Watch City Brewing
Agnes Rios,Samuel Adams Golden Pilsner,Boston Beer Company
Charles Walsh,Ipswich Dark Ale,Cambridge Brewing
Clarence Kim,Massatucky Brown,Element Brewing Company
Georgia Alexander,Ipswich Summer,Harpoon Brewery - Boston
Jim Schmidt,Samuel Adams Golden Pilsner,John Harvard's Brew House - Harvard Square
Daniel Wright,Longshot Hazelnut Brown,Mercury Brewing Company
Virginia Cain,Ipswich Porter,Cape Ann Brewing
Edith Clarke,Samuel Adams Scotch Ale,Harpoon Brewery - Boston
Sophie Chandler,Ipswich Dark Ale,Mercury Brewing Company
Lillie Weaver,Samuel Adams Hallertau Imperial Pilsner,Harpoon Brewery - Boston
Margaret Cole,Wachusetts IPA,Boston Beer Company
Lela Fleming,Lewmeister Oktoberfest,Watch City Brewing
Adeline May,Ipswich Harvest,Mercury Brewing Company
Lester Morgan,Cascade IPA,Wachusetts Brewing Company
Howard Stanley,Cambridge Amber,John Harvard's Brew House - Harvard Square
Lottie Massey,Massatucky Brown,Buzzards Bay Brewing Inc.
Estelle Keller,Samuel Adams Boston Lager,Watch City Brewing
Alvin Watkins,Samuel Adams Black Lager,Commonwealth Brewing #1
Cody Summers,Samuel Adams Boston Lager,Element Brewing Company
Benjamin Marshall,Harpoon Ale,Cambridge Brewing
Eva Schmidt,Framingham Maibock,Boston Beer Company
Erik Hines,Samuel Adams Pale Ale,Mercury Brewing Company
Gregory Bryan,Boltwood Bock,Commonwealth Brewing #1
Alan Walsh,Ipswich Original Ale,John Harvard's Brew House - Framingham
Jose Lucas,Honey Pilsner,Cape Ann Brewing
Mitchell Gray,Hercules Stong Ale,John Harvard's Brew House - Harvard Square
Jimmy Fernandez,Fenway American Pale Ale,Cape Ann Brewing
Lola Newman,Special Old Ale,Watch City Brewing
Derek Norton,Longshot Black Lager,Buzzards Bay Brewing Inc.
Adele Flores,Samuel Adams Golden Pilsner,Paper City Brewing Company
Eunice Roy,Olde #8 Anniversary Ale,Watch City Brewing
Evan Brock,Sam Adams Light,Watch City Brewing
Amanda McCoy,Samuel Adams Boston Ale,Cape Ann Brewing
Bruce Martinez,Buckeye Oatmeal Stout,Boston Beer Works
Cameron Fisher,Puffers Smoked Porter,John Harvard's Brew House - Harvard Square
Michael Rogers,North Pleasant Pale Ale,Paper City Brewing Company
Genevieve Greer,Kenmore K̦lsch,Buzzards Bay Brewing Inc.
Curtis Adkins,Workingman's Wheat,Mercury Brewing Company
Albert Hampton,Half in the Bagpipe,Watch City Brewing
Jean Yates,Longshot Hazelnut Brown,Harpoon Brewery - Boston
Steven Casey,Olde Buzzard Lager,Mercury Brewing Company
Pauline Ballard,Samuel Adams Coastal Wheat,Harpoon Brewery - Boston
Floyd Russell,Ipswich Harvest,Wachusetts Brewing Company
Steven Bass,Workingman's Wheat,Boston Beer Company
Jacob Hubbard,Boston Red,Watch City Brewing
Sadie Byrd,Samuel Adams Noble Pils,Brewery at Martha's Vineyard
Ethan Bennett,Honey Pilsner,Element Brewing Company
Tommy Warren,Amber Ale,Commonwealth Brewing #1
Ethan Flores,Ipswich Winter,John Harvard's Brew House - Framingham
Mayme Kim,Bankers Gold,Element Brewing Company
May Simmons,IPA,Commonwealth Brewing #1
Lucinda Robbins,Wachusetts IPA,Boston Beer Company
Dominic Nichols,Samuel Adams Hefeweizen,Harpoon Brewery - Boston
Violet Herrera,Samuel Adams Imperial Stout,New Century Brewing Company
Caroline Pena,Raspberry Brown Ale,New Century Brewing Company
Susan Bowman,Ipswich Winter,John Harvard's Brew House - Harvard Square
Justin Ballard,Raspberry Brown Ale,John Harvard's Brew House - Framingham
Nina Williamson,Samuel Adams Summer Ale,Boston Beer Company
Jennie Castro,Cascade IPA,Boston Beer Works
